player,date_of_birth,pronounced,height_inches,height_meters,weight_lbs,hand,backhand,pro_date,retire_date,pro_year,retire_year,birthplace,birth_city,birth_state,birth_country,primary_residence,primary_city,primary_state,primary_country,secondary_residence,secondary_city,secondary_state,secondary_country,player_url,ytd_wta_singles_titles,career_wta_singles_titles,ytd_wta_doubles_titles,career_wta_doubles_titles,ytd_itf_singles_titles,career_itf_singles_titles,ytd_itf_doubles_titles,career_itf_doubles_titles,ytd_prize_money,career_prize_money,ytd_wl_singles,career_wl_singles,ytd_wl_doubles,career_wl_doubles,ytd_singles_wins,ytd_singles_losses,career_singles_wins,career_singles_losses,ytd_doubles_wins,ytd_doubles_losses,career_doubles_wins,career_doubles_losses,tour,date_data,bmi
Ann Devries,2/27/70,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/1767/title/ann-devries,NA,0,NA,0,NA,1,NA,3,0,178386,NA,100-104,NA,43-59,NA,NA,100,104,NA,NA,43,59,WTA,8/5/14,NA
Ann Henricksson,10/31/59,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3218/title/ann-henricksson,NA,0,NA,3,NA,0,NA,0,0,619104,NA,224-259,NA,158-236,NA,NA,224,259,NA,NA,158,236,WTA,8/5/14,NA
Ann Kiyomura,8/22/55,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4042/title/ann-kiyomura,NA,0,NA,0,NA,0,NA,0,0,14200,NA,0-1,NA,7-Apr,NA,NA,0,1,NA,NA,4,7,WTA,8/5/14,NA
Ann Wunderlich,10/13/70,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/2726/title/ann-wunderlich,NA,0,NA,1,NA,0,NA,0,0,1138377,NA,223-201,NA,88-155,NA,NA,223,201,NA,NA,88,155,WTA,8/5/14,NA
Anna Chakvetadze,3/5/87,chuk-veh-TAHD-zeh,67,1.7,139,R,two,2003,24-Sep-13,2003,2013,"Moscow, Russia",Moscow,,Russia,"Moscow, Russia",Moscow,,Russia,,,,,http://www.wtatennis.com/players/player/9939/title/anna-chakvetadze,NA,8,NA,0,NA,2,NA,1,0,3909854,NA,296-170,NA,38-64,NA,NA,296,170,NA,NA,38,64,WTA,8/5/14,21.7680998
Anna Ivan,1/17/66,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3669/title/anna-ivan,NA,0,NA,0,NA,1,NA,0,0,71385,NA,88-72,NA,9-Jun,NA,NA,88,72,NA,NA,6,9,WTA,8/5/14,NA
Anna Kournikova,6/7/81,kor-ni-KOH-vuh,68,1.7,123,R,two,Oct-95,NA,1995,NA,"Moscow, Russia",Moscow,,Russia,"Miami, Florida, USA",Miami,Florida,USA,,,,,http://www.wtatennis.com/players/player/4285/title/anna-kournikova,NA,0,NA,16,NA,2,NA,0,0,3584662,NA,209-129,NA,200-71,NA,NA,209,129,NA,NA,200,71,WTA,8/5/14,18.70004325
Anna Lapushchenkova,10/24/86,NA,68,1.7,132,R,two,NA,NA,NA,NA,"Moscow, Russia",Moscow,,Russia,"Moscow, Russia",Moscow,,Russia,,,,,http://www.wtatennis.com/players/player/10565/title/anna-lapushchenkova,NA,0,NA,0,NA,11,NA,1,0,293618,NA,186-114,NA,41-41,NA,NA,186,114,NA,NA,41,41,WTA,8/5/14,20.0683391
Anna Schmiedlova,9/13/94,NA,69,1.7,139,R,two,2011,NA,2011,NA,"Kosice, Slovakia",Kosice,,Slovakia,"Bratislava, Slovakia",Bratislava,,Slovakia,,,,,http://www.wtatennis.com/players/player/17704/title/anna-schmiedlova,0,0,0,0,2,9,0,0,268358,481792,23-16,140-66,3-Jan,28-31,23,16,140,66,1,3,28,31,WTA,8/5/14,20.52446965
Anna Smashnova,7/16/76,smash-NOH-vuh,62,1.5,117,R,one,1-Jan-91,NA,1991,NA,"Minsk, Belarus",Minsk,,Belarus,"Herzelia, Israel",Herzelia,,Israel,,,,,http://www.wtatennis.com/players/player/7233/title/anna-smashnova,NA,12,NA,0,NA,7,NA,0,0,2274431,NA,401-304,NA,31-45,NA,NA,401,304,NA,NA,31,45,WTA,8/5/14,21.39724246
Anna Tatishvili,2/3/90,NA,67,1.7,137,R,two,NA,NA,NA,NA,"Tbilisi, Georgia",Tbilisi,,Georgia,"Boca Raton, FL, USA",Boca Raton,Florida,USA,,,,,http://www.wtatennis.com/players/player/12202/title/anna-tatishvili,0,0,0,0,1,10,1,7,136079,1119888,16-14,273-210,5-Nov,129-103,16,14,273,210,11,5,129,103,WTA,8/5/14,21.45488973
Anna-Lena Groenefeld,6/4/85,NA,61,1.8,165,R,two,3-Apr,NA,2003,NA,"Nordhorn, Germany",Nordhorn,,Germany,"Saarbrucken, Germany",Saarbrucken,,Germany,,,,,http://www.wtatennis.com/players/player/9670/title/anna-lena-groenefeld,0,1,1,14,0,12,0,6,208430,3118945,0-0,287-205,20-17,313-191,0,0,287,205,20,17,313,191,WTA,8/5/14,31.17307175
Annabel Ellwood,2/2/78,NA,65,1.6,120,R,,NA,NA,NA,NA,"Canberra, Australia",Canberra,,Australia,"Canberra, Australia",Canberra,,Australia,,,,,http://www.wtatennis.com/players/player/2260/title/annabel-ellwood,NA,0,NA,0,NA,9,NA,14,0,519219,NA,233-198,NA,168-161,NA,NA,233,198,NA,NA,168,161,WTA,8/5/14,19.96686391
Anne Harris,4/3/63,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5023/title/anne-harris,NA,4,NA,0,NA,1,NA,2,0,669920,NA,258-245,NA,108-187,NA,NA,258,245,NA,NA,108,187,WTA,8/5/14,NA
Anne Hobbs,8/21/59,NA,66,NA,140,R,,NA,NA,NA,NA,"Nottingham, England",Nottingham,,England,"New York, New York, USA",New York,New York,USA,,,,,http://www.wtatennis.com/players/player/3233/title/anne-hobbs,NA,1,NA,1,NA,0,NA,0,0,166045,NA,39-51,NA,71-45,NA,NA,39,51,NA,NA,71,45,WTA,8/5/14,22.59412305
Anne Keothavong,9/16/83,kee-OTH-a-vong,69,1.7,137,R,two,16-Sep-01,24-Jul-13,2001,2013,"London, England",London,,England,"London, England",London,,England,,,,,http://www.wtatennis.com/players/player/4441/title/anne-keothavong,NA,0,NA,0,NA,20,NA,8,0,1303091,NA,418-314,NA,106-159,NA,NA,418,314,NA,NA,106,159,WTA,8/5/14,20.22915354
Anne Kremer,10/17/75,KRAY-mer,65,1.6,121,R,two,Sep-98,NA,1998,NA,"Luxembourg, Luxembourg",Luxembourg,,Luxembourg,"Hesperange, Luxembourg",Hesperange,,Luxembourg,,,,,http://www.wtatennis.com/players/player/4152/title/anne-kremer,NA,2,NA,0,NA,5,NA,1,0,1567313,NA,496-418,NA,45-108,NA,NA,496,418,NA,NA,45,108,WTA,8/5/14,20.13325444
Anne Smith,7/1/59,NA,65,NA,130,R,one,1978,NA,1978,NA,"Dallas, Texas, USA",Dallas,Texas,USA,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,,,,,http://www.wtatennis.com/players/player/7286/title/anne-smith,NA,0,NA,4,NA,3,NA,11,0,1163494,NA,224-186,NA,223-100,NA,NA,224,186,NA,NA,223,100,WTA,8/5/14,21.63076923
Anne White,9/28/61,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/8859/title/anne-white,NA,1,NA,3,NA,0,NA,0,0,199336,NA,32-40,NA,76-51,NA,NA,32,40,NA,NA,76,51,WTA,8/5/14,NA
Anne-Gaelle Sidot,7/24/79,si-doh,67,1.7,123,L,,1994,NA,1994,NA,"Enghien-les-Bains, France",Enghien-les-Bains,,France,"Montlignon, France",Montlignon,,France,,,,,http://www.wtatennis.com/players/player/7718/title/anne-gaelle-sidot,NA,0,NA,2,NA,7,NA,3,0,1236925,NA,215-174,NA,112-125,NA,NA,215,174,NA,NA,112,125,WTA,8/5/14,19.26241925
Annie Miller,1/19/77,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5238/title/annie-miller,NA,0,NA,0,NA,3,NA,1,0,346726,NA,152-109,NA,18-33,NA,NA,152,109,NA,NA,18,33,WTA,8/5/14,NA
Annika Beck,2/16/94,NA,67,1.7,130,R,two,NA,NA,NA,NA,"Giessen, Germany",Giessen,,Germany,"Bonn, Germany",Bonn,,Germany,,,,,http://www.wtatennis.com/players/player/16073/title/annika-beck,0,0,0,0,0,7,0,0,310947,777285,22-19,179-100,7-Mar,24-May,22,19,179,100,3,7,5,24,WTA,8/5/14,20.35865449
Ansley Cargill,1/5/82,ANN-zlee CAR-gill,67,1.7,128,L,two,1-Jul,NA,2001,NA,"Atlanta, Georgia, USA",Atlanta,Georgia,USA,"Atlanta, Georgia, USA",Atlanta,Georgia,USA,,,,,http://www.wtatennis.com/players/player/1593/title/ansley-cargill,NA,0,NA,0,NA,4,NA,4,0,338622,NA,199-162,NA,90-94,NA,NA,199,162,NA,NA,90,94,WTA,8/5/14,20.04544442
Antonella Serra Zanetti,7/25/80,se-rah za-NET-ee,66,1.6,131,R,two,NA,NA,NA,NA,"Modena, Italy",Modena,,Italy,"Modena, Italy",Modena,,Italy,,,,,http://www.wtatennis.com/players/player/7767/title/antonella-serra-zanetti,NA,0,NA,2,NA,6,NA,5,0,722547,NA,296-292,NA,130-155,NA,NA,296,292,NA,NA,130,155,WTA,8/5/14,21.14164371
Arantxa Parra Santonja,11/9/82,ah-RAN-cha PAH-ruh san-TONG-ha,69,1.7,134,R,two,2000,NA,2000,NA,"Valencia, Spain",Valencia,,Spain,"Barcelona, Spain",Barcelona,,Spain,,,,,http://www.wtatennis.com/players/player/6636/title/arantxa-parra-santonja,0,0,1,7,0,11,0,9,130865,1733768,10-May,382-326,18-19,262-226,5,10,382,326,18,19,262,226,WTA,8/5/14,19.78617937
Arantxa Rus,12/13/90,NA,61,1.8,143,L,two,NA,NA,NA,NA,"Delft, Netherlands",Delft,,Netherlands,"Monster, Netherlands",Monster,,Netherlands,,,,,http://www.wtatennis.com/players/player/12579/title/arantxa-rus,0,0,0,0,0,10,0,4,31718,913573,19-20,244-164,9-Nov,68-62,19,20,244,164,11,9,68,62,WTA,8/5/14,27.01666219
Arantxa Sanchez-Vicario,12/18/71,NA,66,1.6,123,R,two,Jun-85,2-Nov,1985,2002,"Barcelona, Spain",Barcelona,,Spain,"Barcelona, Spain",Barcelona,,Spain,,,,,http://www.wtatennis.com/players/player/7184/title/arantxa-sanchez-vicario,NA,29,NA,69,NA,0,NA,0,0,16942640,NA,759-295,NA,676-224,NA,NA,759,295,NA,NA,676,224,WTA,8/5/14,19.85055096
Aravane Rezai,3/14/87,NA,65,1.6,137,R,two,1-Jan-05,NA,2005,NA,"St. Etienne, France",St. Etienne,,France,"Neuchatel, Switzerland",Neuchatel,,Switzerland,,,,,http://www.wtatennis.com/players/player/11081/title/aravane-rezai,0,4,0,0,0,8,0,0,4150,2805748,3-Jan,283-204,0-0,29-Sep,1,3,283,204,0,0,9,29,WTA,8/5/14,22.79550296
Asa Svensson,6/16/75,OH-sah,61,1.7,143,R,two,1992,NA,1992,NA,"Surahammar, Sweden",Surahammar,,Sweden,"Vasteras, Sweden",Vasteras,,Sweden,,,,,http://www.wtatennis.com/players/player/1352/title/asa-svensson,NA,2,NA,7,NA,3,NA,6,0,1569134,NA,322-287,NA,206-222,NA,NA,322,287,NA,NA,206,222,WTA,8/5/14,27.01666219
Ashley Harkleroad,5/2/85,NA,65,1.6,121,R,two,12-Jun-00,NA,2000,NA,"Rossville, GA, USA",Rossville,Georgia,USA,"Los Angeles, CA, USA",Los Angeles,California,USA,,,,,http://www.wtatennis.com/players/player/3611/title/ashley-harkleroad,NA,0,NA,0,NA,8,NA,5,0,1022094,NA,213-140,NA,96-77,NA,NA,213,140,NA,NA,96,77,WTA,8/5/14,20.13325444
Audra Keller,11/17/71,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3965/title/audra-keller,NA,0,NA,0,NA,2,NA,4,0,365726,NA,172-159,NA,66-79,NA,NA,172,159,NA,NA,66,79,WTA,8/5/14,NA
Ayumi Morita,3/11/90,NA,65,1.6,119,R,two,2005,NA,2005,NA,"Ota City, Japan",Ota City,,Japan,"Ota City, Japan",Ota City,,Japan,,,,,http://www.wtatennis.com/players/player/12089/title/ayumi-morita,0,0,0,0,0,8,0,3,75266,1649242,10-Jun,255-209,0-0,75-68,6,10,255,209,0,0,75,68,WTA,8/5/14,19.80047337
Barbara Gerken,7/3/64,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/2693/title/barbara-gerken,NA,0,NA,1,NA,0,NA,1,0,141177,NA,66-78,NA,60-67,NA,NA,66,78,NA,NA,60,67,WTA,8/5/14,NA
Barbara Hallquist,5/1/57,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3325/title/barbara-hallquist,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,WTA,8/5/14,NA
Barbara Jordan,4/2/57,NA,NA,NA,NA,R,,NA,NA,NA,NA,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA,,,,,,,,,http://www.wtatennis.com/players/player/3795/title/barbara-jordan,NA,0,NA,0,NA,0,NA,0,0,22784,NA,13-14,NA,7-Jun,NA,NA,13,14,NA,NA,6,7,WTA,8/5/14,NA
Barbara Paulus,9/1/70,NA,69,1.7,137,R,,Jul-86,2001,1986,2001,"Vienna, Austria",Vienna,,Austria,"Hinterbruehl, Austria",Hinterbruehl,,Austria,,,,,http://www.wtatennis.com/players/player/6171/title/barbara-paulus,NA,6,NA,1,NA,2,NA,0,0,1289777,NA,280-166,NA,26-43,NA,NA,280,166,NA,NA,26,43,WTA,8/5/14,20.22915354
Barbara Potter,10/22/61,NA,69,1.7,135,L,,Jan-79,1989,1979,1989,"Waterbury, Connecticut, USA",Waterbury,Connecticut,USA,"Woodbury, Connecticut, USA",Woodbury,Connecticut,USA,,,,,http://www.wtatennis.com/players/player/6207/title/barbara-potter,NA,1,NA,3,NA,4,NA,9,0,1313808,NA,320-191,NA,200-74,NA,NA,320,191,NA,NA,200,74,WTA,8/5/14,19.93383743
Barbara Rittner,4/25/73,NA,68,1.7,143,R,two,1-Aug-89,NA,1989,NA,"Krefeld, Germany",Krefeld,,Germany,"Cologne, Germany",Cologne,,Germany,,,,,http://www.wtatennis.com/players/player/6787/title/barbara-rittner,NA,2,NA,3,NA,2,NA,1,0,1829648,NA,314-275,NA,184-209,NA,NA,314,275,NA,NA,184,209,WTA,8/5/14,21.74070069
Barbara Romano,1/14/65,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6750/title/barbara-romano,NA,0,NA,0,NA,9,NA,7,0,99146,NA,118-63,NA,60-42,NA,NA,118,63,NA,NA,60,42,WTA,8/5/14,NA
Barbara Schett,3/10/76,shett,69,1.7,148,R,two,1992,NA,1992,NA,"Innsbruck, Austria",Innsbruck,,Austria,"Innsbruck, Austria",Innsbruck,,Austria,,,,,http://www.wtatennis.com/players/player/7220/title/barbara-schett,NA,3,NA,10,NA,1,NA,0,0,3109510,NA,349-279,NA,214-179,NA,NA,349,279,NA,NA,214,179,WTA,8/5/14,21.85339214
Barbara Schwartz,1/27/79,shvartz,71,1.8,152,L,,1995,6-Nov,1995,2006,"Vienna, Austria",Vienna,,Austria,"Brunn Am Gebirge, Austria",Brunn Am Gebirge,,Austria,,,,,http://www.wtatennis.com/players/player/7713/title/barbara-schwartz,NA,0,NA,2,NA,6,NA,6,0,510141,NA,198-142,NA,67-61,NA,NA,198,142,NA,NA,67,61,WTA,8/5/14,21.19738147
Barbora Zahlavova Strycova,3/28/86,NA,64,1.6,132,R,two,2003,NA,2003,NA,"Plzen, Czech Republic",Plzen,,Czech Republic,"Plzen, Czech Republic",Plzen,,Czech Republic,,,,,http://www.wtatennis.com/players/player/8035/title/barbora-zahlavova-strycova,0,1,0,17,0,9,0,10,645815,3076971,25-18,388-272,14-11,310-176,25,18,388,272,14,11,310,176,WTA,8/5/14,22.65527344
Beate Reinstadler,5/20/67,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6728/title/beate-reinstadler,NA,0,NA,0,NA,2,NA,0,0,279231,NA,125-146,NA,21-54,NA,NA,125,146,NA,NA,21,54,WTA,8/5/14,NA
Belinda Bencic,3/10/97,NA,NA,NA,NA,R,two,NA,NA,NA,NA,"Flawil, Switzerland",Flawil,,Switzerland,,,,,,,,,http://www.wtatennis.com/players/player/18911/title/belinda-bencic,0,0,0,0,0,2,0,2,286720,329098,26-13,83-41,2-Jan,14-7,26,13,83,41,1,2,14,7,WTA,8/5/14,NA
Belinda Cordwell,9/21/65,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/1174/title/belinda-cordwell,NA,1,NA,2,NA,4,NA,4,0,310585,NA,157-120,NA,122-99,NA,NA,157,120,NA,NA,122,99,WTA,8/5/14,NA
Beth Herr,5/28/64,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3224/title/beth-herr,NA,1,NA,4,NA,0,NA,2,0,263069,NA,71-92,NA,102-82,NA,NA,71,92,NA,NA,102,82,WTA,8/5/14,NA
Bethanie Mattek-Sands,3/23/85,NA,66,1.6,145,R,two,1999,NA,1999,NA,"Rochester, MN, USA",Rochester,Minnesota,USA,"Phoenix, AZ, USA",Phoenix,Arizona,USA,,,,,http://www.wtatennis.com/players/player/5667/title/bethanie-mattek-sands,0,0,0,12,0,5,0,3,89308,3000067,8-Jul,297-235,0-0,254-149,7,8,297,235,0,0,254,149,WTA,8/5/14,23.40105601
Betsy Nagelsen,10/23/56,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5740/title/betsy-nagelsen,NA,0,NA,13,NA,8,NA,5,0,966179,NA,339-355,NA,285-164,NA,NA,339,355,NA,NA,285,164,WTA,8/5/14,NA
Bettina Bunge,6/13/63,NA,68,1.7,125,R,,1979,1989,1979,1989,"Adliswil, Switzerland",Adliswil,,Switzerland,"Monte Carlo, Monaco",Monte Carlo,,Monaco,,,,,http://www.wtatennis.com/players/player/464/title/bettina-bunge,NA,0,NA,2,NA,0,NA,0,0,357876,NA,99-60,NA,92-56,NA,NA,99,60,NA,NA,92,56,WTA,8/5/14,19.004109
Bettina Fulco-Vilella,10/23/68,NA,NA,NA,NA,R,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/2373/title/bettina-fulco-vilella,NA,0,NA,3,NA,2,NA,1,0,655479,NA,288-251,NA,108-180,NA,NA,288,251,NA,NA,108,180,WTA,8/5/14,NA
Betty Stove,6/24/45,NA,71,1.8,154,R,,NA,NA,NA,NA,"Rotterdam, Netherlands",Rotterdam,,Netherlands,"Brasschadt, Belgium",Brasschadt,,Belgium,,,,,http://www.wtatennis.com/players/player/7393/title/betty-stove,NA,0,NA,0,NA,0,NA,0,0,642,NA,0-0,NA,0-1,NA,NA,0,0,NA,NA,0,1,WTA,8/5/14,21.47629439
Beverly Bowes-Hackney,9/9/65,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/448/title/beverly-bowes-hackney,NA,0,NA,0,NA,3,NA,1,0,345822,NA,184-179,NA,74-100,NA,NA,184,179,NA,NA,74,100,WTA,8/5/14,NA
Beverly Mould,3/13/62,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/5127/title/beverly-mould,NA,0,NA,0,NA,0,NA,0,0,24763,NA,14-Jun,NA,21-16,NA,NA,6,14,NA,NA,21,16,WTA,8/5/14,NA
Bianka Lamade,8/30/82,lah-MAH-da,73,1.8,159,R,two,Jan-00,NA,2000,NA,"Leonberg, Germany",Leonberg,,Germany,"Strasbourg, France",Strasbourg,,France,,,,,http://www.wtatennis.com/players/player/4872/title/bianka-lamade,NA,1,NA,0,NA,3,NA,6,0,314804,NA,92-87,NA,66-60,NA,NA,92,87,NA,NA,66,60,WTA,8/5/14,20.97522987
Billie Jean King,11/22/43,NA,64,1.6,134,R,one,1968,1983,1968,1983,"Long Beach, California, USA",Long Beach,California,USA,"New York, New York, USA",New York,New York,USA,,,,,http://www.wtatennis.com/players/player/4011/title/billie-jean-king,NA,67,NA,101,NA,0,NA,0,0,1966487,NA,695-155,NA,87-37,NA,NA,695,155,NA,NA,87,37,WTA,8/5/14,22.99853516
Bojana Jovanovski,12/31/91,NA,69,1.7,143,R,two,2007,NA,2007,NA,"Belgrade, Serbia",Belgrade,,Serbia,"Belgrade, Serbia",Belgrade,,Serbia,,,,,http://www.wtatennis.com/players/player/13564/title/bojana-jovanovski,0,3,0,0,0,3,0,0,337140,1601259,16-19,222-159,5-Feb,16-45,16,19,222,159,2,5,16,45,WTA,8/5/14,21.11510187
Bonnie Gadusek,9/11/63,NA,67,1.7,130,R,two,Sep-81,Apr-87,1981,1987,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA,"Largo, Florida, USA",Largo,Florida,USA,,,,,http://www.wtatennis.com/players/player/2680/title/bonnie-gadusek,NA,2,NA,1,NA,3,NA,2,0,504238,NA,169-95,NA,70-61,NA,NA,169,95,NA,NA,70,61,WTA,8/5/14,20.35865449
Brenda Schultz-McCarthy,12/28/70,NA,74,1.8,170,R,,Sep-86,NA,1986,NA,"Haarlem, Netherlands",Haarlem,,Netherlands,"Juno Beach, Florida, USA",Juno Beach,Florida,USA,,,,,http://www.wtatennis.com/players/player/7251/title/brenda-schultz-mccarthy,NA,7,NA,9,NA,2,NA,1,0,2620344,NA,403-293,NA,238-179,NA,NA,403,293,NA,NA,238,179,WTA,8/5/14,21.82432432
Brie Rippner,1/21/80,NA,69,1.7,150,R,two,NA,NA,NA,NA,"Los Angeles, California, USA",Los Angeles,California,USA,"Chico, California, USA",Chico,California,USA,,,,,http://www.wtatennis.com/players/player/7005/title/brie-rippner,NA,0,NA,0,NA,4,NA,7,0,382708,NA,154-119,NA,62-53,NA,NA,154,119,NA,NA,62,53,WTA,8/5/14,22.14870825
Camila Giorgi,12/31/91,NA,66,1.6,119,R,two,NA,NA,NA,NA,"Macerata, Italy",Macerata,,Italy,France,,,France,,,,,http://www.wtatennis.com/players/player/13793/title/camila-giorgi,0,0,0,0,0,5,0,0,304373,972855,24-16,213-142,0-2,0-4,24,16,213,142,0,2,0,4,WTA,8/5/14,19.20500459
Camille Benjamin,6/22/66,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/403/title/camille-benjamin,NA,1,NA,1,NA,1,NA,0,0,663698,NA,262-298,NA,147-246,NA,NA,262,298,NA,NA,147,246,WTA,8/5/14,NA
Camille Pin,8/25/81,CAM-ee PAN,63,1.6,117,R,two,1998,NA,1998,NA,"Nice, France",Nice,,France,"Aix-en-Provence, France",Aix-en-Provence,,France,,,,,http://www.wtatennis.com/players/player/6548/title/camille-pin,NA,0,NA,0,NA,8,NA,2,0,980663,NA,345-321,NA,81-126,NA,NA,345,321,NA,NA,81,126,WTA,8/5/14,20.72335601
Cammy Macgregor,10/1/68,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/4956/title/cammy-macgregor,NA,0,NA,3,NA,0,NA,3,0,358536,NA,144-151,NA,145-150,NA,NA,144,151,NA,NA,145,150,WTA,8/5/14,NA
Candy Reynolds,3/24/55,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/6732/title/candy-reynolds,NA,0,NA,5,NA,0,NA,2,0,188917,NA,34-60,NA,119-78,NA,NA,34,60,NA,NA,119,78,WTA,8/5/14,NA
Cara Black,2/17/79,NA,65,1.6,121,R,two,1-Jan-98,NA,1998,NA,"Harare, Zimbabwe",Harare,,Zimbabwe,"Harare, Zimbabwe",Harare,,Zimbabwe,,,,,http://www.wtatennis.com/players/player/728/title/cara-black,0,1,1,58,0,6,0,11,243822,7182023,0-0,312-241,28-15,729-297,0,0,312,241,28,15,729,297,WTA,8/5/14,20.13325444
Carla Suarez Navarro,9/3/88,NA,64,1.6,137,R,one,2003,NA,2003,NA,"Las Palmas de Gran Canaria, Spain",Las Palmas de Gran Canaria,,Spain,"Barcelona, Spain",Barcelona,,Spain,,,,,http://www.wtatennis.com/players/player/10661/title/carla-suarez-navarro,1,1,1,1,0,6,0,4,982479,3816930,37-17,342-220,16-6,88-95,37,17,342,220,16,6,88,95,WTA,8/5/14,23.51342773
Carling Bassett-Seguso,10/9/67,NA,66,1.6,118,R,two,3-Jan-83,NA,1983,NA,"Toronto, Canada",Toronto,,Canada,"Toronto, Canada",Toronto,,Canada,"Boca Raton, Florida, USA",Boca Raton,Florida,USA,http://www.wtatennis.com/players/player/392/title/carling-bassett-seguso,NA,1,NA,1,NA,23,NA,1,0,643347,NA,168-112,NA,77-79,NA,NA,168,112,NA,NA,77,79,WTA,8/5/14,19.043618
Caroline Garcia,10/16/93,NA,61,1.7,134,R,two,NA,NA,NA,NA,"Saint-Germain-en-Laye, France",Saint-Germain-en-Laye,,France,"Lyon, France",Lyon,,France,,,,,http://www.wtatennis.com/players/player/14542/title/caroline-garcia,1,1,1,2,0,1,0,4,485405,1001036,21-15,132-121,15-10,59-46,21,15,132,121,15,10,59,46,WTA,8/5/14,25.31631282
Caroline Kuhlman,8/25/66,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/3999/title/caroline-kuhlman,NA,0,NA,0,NA,5,NA,3,0,308149,NA,143-97,NA,40-43,NA,NA,143,97,NA,NA,40,43,WTA,8/5/14,NA
Caroline Wozniacki,7/11/90,NA,61,1.7,139,R,two,18-Jul-05,NA,2005,NA,"Odense, Denmark",Odense,,Denmark,"Monte Carlo, Monaco",Monte Carlo,,Monaco,,,,,http://www.wtatennis.com/players/player/12631/title/caroline-wozniacki,1,22,0,2,0,4,0,0,723942,16674457,26-11,413-161,0-0,36-54,26,11,413,161,0,0,36,54,WTA,8/5/14,26.26095136
Carrie Cunningham,4/28/72,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,http://www.wtatennis.com/players/player/1190/title/carrie-cunningham,NA,0,NA,0,NA,1,NA,0,0,317652,NA,81-84,NA,21-44,NA,NA,81,84,NA,NA,21,44,WTA,8/5/14,NA
Casey Dellacqua,2/11/85,NA,65,1.6,146,L,two,2002,NA,2002,NA,"Perth, Australia",Perth,,Australia,"Sydney, Australia",Sydney,,Australia,,,,,http://www.wtatennis.com/players/player/10044/title/casey-dellacqua,0,0,1,3,0,22,0,23,577194,2564293,23-11,327-187,20-7,260-139,23,11,327,187,20,7,260,139,WTA,8/5/14,24.29301775
